熟悉,19
开发,14
能力,10
技术,10
优先,9
经验,9
Python,8
框架,7
数据库,7
熟练,7
相关,6
学习,6
任职,5
精通,5
语言,5
编程,4
MySQL,4
熟练掌握,4
关系,4
以上学历,4
